seg_dist,alpha,rho
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
94.8050168870926,0.637468161867207,0.736923914468981
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.58349559989816,0.694678243433688
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
111.549218084459,0.583495597397969,0.694677988254322
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691168538889,0.657491159251676
128.293419281825,0.537691166470563,0.657490910648981
128.293419281825,0.537691166470563,0.657490910648981
128.293419281825,0.537691166470563,0.657490910648981
